Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time
2015-08-21T10:13:10.075,E3B2 6BDE,AE,1B,2015-08-21T10:13:09.516,ASL/16/3937*21
2015-08-22T13:11:59.559,66FF FFC0,C9,DE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:12:01.580,5566 4B4B,D3,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:12:02.591,5566 4B4B,D4,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:12:05.622,5566 4B4B,D8,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:12:07.643,5566 4B4B,D3,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:12:10.207,5566 4B4B,CE,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:12:10.675,66CC D2AD,CC,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:12:12.221,5566 4B4B,D7,88,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:12:28.235,66CC D2BF,CE,BD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:12:57.301,5566 4B4B,CA,AA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:12:58.311,5566 4B4B,CE,AF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:13:08.415,5566 4B4B,C9,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:13:11.445,5566 4B4B,CE,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:13:24.818,5564 4B4B,C5,ED,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:13:25.497,5566 4B43,CA,D9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:13:25.828,5566 552D,D2,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:13:26.507,5566 4B4B,CF,A4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:13:28.850,5566 552D,D9,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:14:26.444,5566 4BFF,C8,DA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:14:45.197,1566 4B49,CE,C5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:14:46.208,5566 4B4B,CD,BD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:15:09.363,5546 4B4B,C5,FF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:15:10.350,334B 4B52,D9,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:15:11.336,334B 4B52,D3,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:15:11.455,334B 4B5F,D4,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:15:12.465,5566 4B4B,C9,C5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:15:50.119,5566 4B4B,CA,AA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:15:51.110,334B 4B52,C8,B8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:15:52.099,334B 4B52,D8,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:15:53.085,334B 4B52,D4,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:16:51.808,334B 4B52,D5,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:17:34.423,5565 DFFF,C4,FF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:17:36.998,334B 4B52,CC,CC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:17:37.981,334B 2D66,D6,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:17:52.622,334B 2FFF,D2,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:17:53.606,334B 2D66,D7,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:17:54.588,334B 2D66,D7,88,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:18:00.196,334B FFFF,D9,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:18:01.183,334B 2D66,D6,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:18:02.168,334B 2D66,D9,88,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:18:03.152,334B 2D66,DA,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:18:04.135,334B 2D66,D6,86,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:18:19.594,334B 2D67,DC,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:18:20.578,334B 2D66,D3,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:18:21.559,334B 2D66,D1,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:18:30.326,3FFF F800,D1,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:18:31.312,334B 2D66,D5,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:18:32.297,334B 2D66,DA,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:18:33.279,334B 2D66,DB,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:19:12.388,334B 2D00,D9,8F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:20:28.520,334B 4B7F,C8,CC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:20:29.504,334B 2D66,DA,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:20:41.347,334B 2D67,D8,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:21:29.401,5566 4B4B,C6,D5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:21:42.889,334B 4FFF,D2,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:22:33.008,334B 4952,C7,DE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:23:34.221,330B 0142,C5,E9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:24:12.273,334B 4B52,C8,C9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:27:30.321,66CC AAAA,C9,BF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:28:22.725,33C0 0000,D1,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:29:38.180,5562 4B28,C4,E5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:29:47.907,66CC AAAA,D1,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:29:49.902,334B 2930,E3,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:30:00.767,3FFE 0000,E0,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:30:43.102,334B 2FFF,E3,A4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:30:44.086,334B 2D66,D6,86,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:30:45.068,334B 2D66,D8,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:30:50.203,33FF FFC0,D7,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:30:51.213,5566 4B4B,D3,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:30:54.243,5566 4B4B,CE,AE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:30:55.253,5566 4B4B,CE,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:30:56.262,5566 4B4B,CE,AB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:30:58.280,5566 4B4B,CE,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:00.301,5566 4B4B,CC,B3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:01.311,5566 4B4B,C8,BA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:02.322,5566 4B4B,CB,B1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:04.343,5566 4B4B,CA,BB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:05.354,5566 4B4B,CE,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:07.375,5566 4B4B,CE,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:08.045,5566 4B4B,CE,B5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:09.029,334B 2D66,D5,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:09.397,334B 2D66,D4,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:10.011,5566 4B4B,CE,AC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:10.994,334B 2D66,D4,88,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:11.418,334B 2D66,D5,8B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:11.976,5566 4B4B,CE,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:13.439,3FFF FE00,D3,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:15.452,5566 4B4B,CB,B0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:48.936,5566 4B4B,CC,AB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:31:49.919,334B 2D66,D5,89,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:33:16.741,334B 2FFF,D4,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:33:20.735,334B 2D34,DC,B7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:33:21.731,33C0 0000,CA,B0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:33:23.723,33C0 0000,DD,89,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:33:24.719,E000 0000,E1,8A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:33:31.291,334B FFF0,D1,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:34:01.299,334B 2FFF,CE,A5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:34:13.647,5566 4B4B,CA,E0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:35:47.937,334B 2A55,CE,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:36:19.802,3143 4350,C2,EE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:36:22.830,1566 434B,C5,EA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:36:23.835,5566 4B4B,CF,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:36:30.830,5566 4B4B,CF,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:36:31.816,334B 664B,D1,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:36:32.800,334B 664B,D0,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:36:49.668,334B 67FF,CE,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:36:56.766,334B 4B52,C5,DE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:37:11.901,557F FFE0,C9,E0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:37:12.907,5566 4B4B,CC,A4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:37:13.912,5566 4B4B,CC,AE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:37:15.918,5566 4B4B,CA,C9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:37:24.482,5566 4B5F,CB,AF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:37:25.466,334B 664B,CD,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:37:53.593,3FFF FE00,CF,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:37:54.563,5566 4B4B,D0,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:37:55.565,5566 4B4B,D0,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:39:11.602,7FFF C000,CD,AC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:39:45.354,334B 0D34,C6,D2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:39:49.380,1566 4A0B,C4,F9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:39:50.383,5566 4B4B,C8,DC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:39:54.840,5566 0A4B,C7,DA,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:39:55.849,5524 4B4B,C7,F0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:40:01.948,5566 4B4B,C7,D4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:41:04.210,5566 4B4B,C9,B9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:41:27.604,3343 4B52,C6,E2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:42:35.368,094B 2E3C,CF,FF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:42:39.286,234B 4A52,C8,E3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:42:43.559,334B 7FFB,C8,EB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:43:46.298,334B 2A55,CA,C4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:43:55.374,5564 4B4B,C5,D3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:00.414,5566 0B4B,C4,F1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:05.464,5566 4B4B,CF,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:07.483,5566 4B4B,CA,BB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:09.502,5566 4B4B,C9,BB,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:10.513,5566 4B4B,CE,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:11.522,5566 4B4B,D0,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:13.542,5566 4B4B,E4,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:15.562,4566 434B,CB,B8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:16.572,5566 4B4B,CA,B1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:36.893,5566 4B4B,C8,BF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:37.899,5566 4B4B,CC,AF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:40.388,5566 4B4B,CB,BF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:45.958,334B 2FFF,DF,A5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:49.998,5166 4B4B,C5,E7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:51.007,5566 034B,C6,ED,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:52.017,5564 4B4B,C9,CE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:55.890,5566 4B4B,C9,D0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:44:59.865,1566 4B0A,C3,EE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:05.826,1046 4A20,C2,F5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:09.801,4160 4B2A,C4,E4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:14.267,5560 0B2A,C4,F3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:28.015,5566 7FEF,C8,FE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:29.021,5562 4243,C5,EF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:31.029,4046 4B4A,C6,FF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:33.035,5566 4B4B,C7,D3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:42.865,5166 4B45,C6,F0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:43.871,5566 4B4B,C9,B7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:44.876,5566 4B4B,C9,C8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:45.881,5566 4B4B,C9,B0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:46.885,5566 4B4B,CE,A5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:48.895,5566 4B4B,CB,B1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:49.898,5566 4B4B,CE,A4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:51.904,5566 4B4B,CC,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:52.906,5566 4B4B,CF,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:54.916,5566 4B4B,CE,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:55.924,5566 4B4B,CD,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:56.932,5566 4B4B,CD,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:57.941,5566 4B4B,CE,A5,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:58.949,5566 4B4B,CF,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:45:59.958,5566 4B4B,CF,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:00.967,5566 4B4B,CF,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:01.976,5566 4B4B,CF,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:02.983,5566 4B4B,CF,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:04.995,5566 4B4B,D0,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:05.999,5566 4B4B,CF,AF,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:07.001,5566 4B4B,CF,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:08.356,5567 FFFF,CF,AE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:09.355,334B 2A55,CF,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:14.058,334B 2A55,D1,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:15.065,5566 4B4B,CF,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:16.070,5566 4B4B,D1,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:17.075,5566 4B4B,CF,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:18.079,5566 4B4B,CE,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:19.084,5566 4B4B,CF,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:20.088,5566 4B4B,CD,A4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:26.312,5566 4B4B,CF,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:27.321,5566 4B4B,D2,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:28.331,5566 4B4B,CE,9F,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:29.340,5566 4B4B,D1,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:30.348,5566 4B4B,CE,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:31.355,5566 4B4B,CE,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:32.364,5566 4B4B,CE,A1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:33.374,5566 4B4B,CD,B1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:35.394,5566 4B4B,CF,A3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:38.424,5566 4B4B,CD,B6,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:40.442,5566 4B4B,CD,B1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:41.451,5566 4B4B,CE,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:42.460,5566 4B4B,CF,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:43.469,5566 4B4B,D0,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:44.479,5566 4B4B,CF,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:45.488,5566 4B4B,D0,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:46.497,5566 4B4B,D0,97,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:47.505,5566 4B4B,D2,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:48.514,5566 4B4B,D1,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:49.519,5566 4B4B,D0,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:50.525,5566 4B4B,D1,9A,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:51.530,5566 4B4B,D1,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:52.536,5566 4B4B,D1,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:53.542,5566 4B4B,CF,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:54.549,5566 4B4B,D0,93,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:55.555,5566 4B4B,D1,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:56.560,5566 4B4B,D3,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:57.565,5566 4B4B,D1,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:58.569,5566 4B4B,D2,8D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:46:59.572,5566 4B4B,D0,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:01.413,5566 4BFF,D2,B1,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:02.423,5566 4B4B,D0,91,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:03.431,5566 4B4B,D2,92,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:04.438,5566 4B4B,D2,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:05.443,5566 4B4B,D2,8C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:06.445,5566 4B4B,D2,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:12.598,5566 7FFF,D1,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:13.606,5566 4B4B,D1,8E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:14.612,5566 4B4B,D0,90,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:15.615,5566 4B4B,D0,A4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:16.620,5566 4B4B,D2,94,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:17.625,5566 4B4B,D3,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:25.363,5566 4B4B,D1,9B,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:26.372,5566 4B4B,CE,A2,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:28.388,5566 4B4B,CB,BD,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:29.395,5566 4B4B,CD,A7,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:30.402,5566 4B4B,CE,A9,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:31.409,5566 4B4B,D0,96,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:32.417,5566 4B4B,CE,A8,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:33.424,5566 4B4B,CD,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:34.433,5566 4B4B,CF,9E,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:35.441,5566 4B4B,D0,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:38.465,5566 4B4B,CF,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:39.472,5566 4B4B,CF,99,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:40.476,5566 4B4B,CF,9D,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:41.478,5566 4B4B,CF,98,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:45.637,9FFF C000,D0,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:47.654,5566 4B4B,CE,C4,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:48.664,5566 4B4B,CF,A0,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:49.674,5566 4B4B,CF,AC,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:50.685,5566 4B4B,CF,AE,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:53.716,5566 4B4B,CB,D3,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:54.725,5566 4B4B,D0,95,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:55.732,5566 4B4B,D3,9C,2015-08-21T10:13:09.516,ASL/16/3937*21

2015-08-22T13:47:56.739,5566 4B4B,D1,98,2015-08-21T10:13:09.516,ASL/16/3937*21

